Name,Sw nonHA,Sh nonHA,Sw HA,Sh HA,-
Silicobra,"[17](https://www.serebii.net/swordshield/maxraidbattles/den17.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml)","[17](https://www.serebii.net/swordshield/maxraidbattles/den17.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml)",[150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml),[150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml),-
Sandaconda,"[17](https://www.serebii.net/swordshield/maxraidbattles/den17.shtml), [93](https://www.serebii.net/swordshield/maxraidbattles/den93.shtml), [103](https://www.serebii.net/swordshield/maxraidbattles/den103.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml)","[17](https://www.serebii.net/swordshield/maxraidbattles/den17.shtml), [93](https://www.serebii.net/swordshield/maxraidbattles/den93.shtml), [103](https://www.serebii.net/swordshield/maxraidbattles/den103.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml)","[17](https://www.serebii.net/swordshield/maxraidbattles/den17.shtml), [93](https://www.serebii.net/swordshield/maxraidbattles/den93.shtml), [103](https://www.serebii.net/swordshield/maxraidbattles/den103.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml)","[17](https://www.serebii.net/swordshield/maxraidbattles/den17.shtml), [93](https://www.serebii.net/swordshield/maxraidbattles/den93.shtml), [103](https://www.serebii.net/swordshield/maxraidbattles/den103.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml)",-
Cramorant,"[32](https://www.serebii.net/swordshield/maxraidbattles/den32.shtml), [135](https://www.serebii.net/swordshield/maxraidbattles/den135.shtml), [148](https://www.serebii.net/swordshield/maxraidbattles/den148.shtml)","[32](https://www.serebii.net/swordshield/maxraidbattles/den32.shtml), [135](https://www.serebii.net/swordshield/maxraidbattles/den135.shtml), [148](https://www.serebii.net/swordshield/maxraidbattles/den148.shtml)",None,None,-
Arrokuda,"[8](https://www.serebii.net/swordshield/maxraidbattles/den8.shtml), [41](https://www.serebii.net/swordshield/maxraidbattles/den41.shtml), [44](https://www.serebii.net/swordshield/maxraidbattles/den44.shtml), [67](https://www.serebii.net/swordshield/maxraidbattles/den67.shtml), [78](https://www.serebii.net/swordshield/maxraidbattles/den78.shtml), [91](https://www.serebii.net/swordshield/maxraidbattles/den91.shtml), [135](https://www.serebii.net/swordshield/maxraidbattles/den135.shtml), [136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml)","[8](https://www.serebii.net/swordshield/maxraidbattles/den8.shtml), [41](https://www.serebii.net/swordshield/maxraidbattles/den41.shtml), [44](https://www.serebii.net/swordshield/maxraidbattles/den44.shtml), [67](https://www.serebii.net/swordshield/maxraidbattles/den67.shtml), [78](https://www.serebii.net/swordshield/maxraidbattles/den78.shtml), [91](https://www.serebii.net/swordshield/maxraidbattles/den91.shtml), [135](https://www.serebii.net/swordshield/maxraidbattles/den135.shtml), [136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml)",[136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml),[136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml),-
Barraskewda,"[8](https://www.serebii.net/swordshield/maxraidbattles/den8.shtml), [41](https://www.serebii.net/swordshield/maxraidbattles/den41.shtml), [135](https://www.serebii.net/swordshield/maxraidbattles/den135.shtml), [136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml), [148](https://www.serebii.net/swordshield/maxraidbattles/den148.shtml)","[8](https://www.serebii.net/swordshield/maxraidbattles/den8.shtml), [41](https://www.serebii.net/swordshield/maxraidbattles/den41.shtml), [135](https://www.serebii.net/swordshield/maxraidbattles/den135.shtml), [136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml), [148](https://www.serebii.net/swordshield/maxraidbattles/den148.shtml)","[41](https://www.serebii.net/swordshield/maxraidbattles/den41.shtml), [135](https://www.serebii.net/swordshield/maxraidbattles/den135.shtml), [136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml), [148](https://www.serebii.net/swordshield/maxraidbattles/den148.shtml)","[41](https://www.serebii.net/swordshield/maxraidbattles/den41.shtml), [135](https://www.serebii.net/swordshield/maxraidbattles/den135.shtml), [136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml), [148](https://www.serebii.net/swordshield/maxraidbattles/den148.shtml)",-
Toxel,"[25](https://www.serebii.net/swordshield/maxraidbattles/den25.shtml), [30](https://www.serebii.net/swordshield/maxraidbattles/den30.shtml), [56](https://www.serebii.net/swordshield/maxraidbattles/den56.shtml), [57](https://www.serebii.net/swordshield/maxraidbattles/den57.shtml), [60](https://www.serebii.net/swordshield/maxraidbattles/den60.shtml), [72](https://www.serebii.net/swordshield/maxraidbattles/den72.shtml), [86](https://www.serebii.net/swordshield/maxraidbattles/den86.shtml)","[25](https://www.serebii.net/swordshield/maxraidbattles/den25.shtml), [30](https://www.serebii.net/swordshield/maxraidbattles/den30.shtml), [56](https://www.serebii.net/swordshield/maxraidbattles/den56.shtml), [57](https://www.serebii.net/swordshield/maxraidbattles/den57.shtml), [60](https://www.serebii.net/swordshield/maxraidbattles/den60.shtml), [72](https://www.serebii.net/swordshield/maxraidbattles/den72.shtml), [86](https://www.serebii.net/swordshield/maxraidbattles/den86.shtml)",None,None,-
Toxtricity,"[25](https://www.serebii.net/swordshield/maxraidbattles/den25.shtml), [30](https://www.serebii.net/swordshield/maxraidbattles/den30.shtml), [56](https://www.serebii.net/swordshield/maxraidbattles/den56.shtml), [60](https://www.serebii.net/swordshield/maxraidbattles/den60.shtml), [72](https://www.serebii.net/swordshield/maxraidbattles/den72.shtml), [86](https://www.serebii.net/swordshield/maxraidbattles/den86.shtml)","[25](https://www.serebii.net/swordshield/maxraidbattles/den25.shtml), [30](https://www.serebii.net/swordshield/maxraidbattles/den30.shtml), [56](https://www.serebii.net/swordshield/maxraidbattles/den56.shtml), [60](https://www.serebii.net/swordshield/maxraidbattles/den60.shtml), [72](https://www.serebii.net/swordshield/maxraidbattles/den72.shtml), [86](https://www.serebii.net/swordshield/maxraidbattles/den86.shtml)","[30](https://www.serebii.net/swordshield/maxraidbattles/den30.shtml), [60](https://www.serebii.net/swordshield/maxraidbattles/den60.shtml)","[30](https://www.serebii.net/swordshield/maxraidbattles/den30.shtml), [60](https://www.serebii.net/swordshield/maxraidbattles/den60.shtml)",-
Sizzlipede,"[18](https://www.serebii.net/swordshield/maxraidbattles/den18.shtml), [20](https://www.serebii.net/swordshield/maxraidbattles/den20.shtml), [53](https://www.serebii.net/swordshield/maxraidbattles/den53.shtml), [54](https://www.serebii.net/swordshield/maxraidbattles/den54.shtml), [71](https://www.serebii.net/swordshield/maxraidbattles/den71.shtml), [77](https://www.serebii.net/swordshield/maxraidbattles/den77.shtml), [80](https://www.serebii.net/swordshield/maxraidbattles/den80.shtml)","[18](https://www.serebii.net/swordshield/maxraidbattles/den18.shtml), [20](https://www.serebii.net/swordshield/maxraidbattles/den20.shtml), [53](https://www.serebii.net/swordshield/maxraidbattles/den53.shtml), [54](https://www.serebii.net/swordshield/maxraidbattles/den54.shtml), [71](https://www.serebii.net/swordshield/maxraidbattles/den71.shtml), [77](https://www.serebii.net/swordshield/maxraidbattles/den77.shtml), [80](https://www.serebii.net/swordshield/maxraidbattles/den80.shtml)",None,None,-
Centiskorch,"[18](https://www.serebii.net/swordshield/maxraidbattles/den18.shtml), [20](https://www.serebii.net/swordshield/maxraidbattles/den20.shtml), [53](https://www.serebii.net/swordshield/maxraidbattles/den53.shtml), [77](https://www.serebii.net/swordshield/maxraidbattles/den77.shtml), [80](https://www.serebii.net/swordshield/maxraidbattles/den80.shtml)","[18](https://www.serebii.net/swordshield/maxraidbattles/den18.shtml), [20](https://www.serebii.net/swordshield/maxraidbattles/den20.shtml), [53](https://www.serebii.net/swordshield/maxraidbattles/den53.shtml), [77](https://www.serebii.net/swordshield/maxraidbattles/den77.shtml), [80](https://www.serebii.net/swordshield/maxraidbattles/den80.shtml)","[18](https://www.serebii.net/swordshield/maxraidbattles/den18.shtml), [20](https://www.serebii.net/swordshield/maxraidbattles/den20.shtml), [53](https://www.serebii.net/swordshield/maxraidbattles/den53.shtml), [77](https://www.serebii.net/swordshield/maxraidbattles/den77.shtml), [80](https://www.serebii.net/swordshield/maxraidbattles/den80.shtml)","[18](https://www.serebii.net/swordshield/maxraidbattles/den18.shtml), [20](https://www.serebii.net/swordshield/maxraidbattles/den20.shtml), [53](https://www.serebii.net/swordshield/maxraidbattles/den53.shtml), [77](https://www.serebii.net/swordshield/maxraidbattles/den77.shtml), [80](https://www.serebii.net/swordshield/maxraidbattles/den80.shtml)",-
Clobbopus,"[10](https://www.serebii.net/swordshield/maxraidbattles/den10.shtml), [123](https://www.serebii.net/swordshield/maxraidbattles/den123.shtml)","[10](https://www.serebii.net/swordshield/maxraidbattles/den10.shtml), [123](https://www.serebii.net/swordshield/maxraidbattles/den123.shtml)",None,None,-
Grapploct,"[10](https://www.serebii.net/swordshield/maxraidbattles/den10.shtml), [123](https://www.serebii.net/swordshield/maxraidbattles/den123.shtml), [124](https://www.serebii.net/swordshield/maxraidbattles/den124.shtml)","[10](https://www.serebii.net/swordshield/maxraidbattles/den10.shtml), [123](https://www.serebii.net/swordshield/maxraidbattles/den123.shtml), [124](https://www.serebii.net/swordshield/maxraidbattles/den124.shtml)","[10](https://www.serebii.net/swordshield/maxraidbattles/den10.shtml), [123](https://www.serebii.net/swordshield/maxraidbattles/den123.shtml), [124](https://www.serebii.net/swordshield/maxraidbattles/den124.shtml)","[10](https://www.serebii.net/swordshield/maxraidbattles/den10.shtml), [123](https://www.serebii.net/swordshield/maxraidbattles/den123.shtml), [124](https://www.serebii.net/swordshield/maxraidbattles/den124.shtml)",-
Sinistea,"[43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml), [47](https://www.serebii.net/swordshield/maxraidbattles/den47.shtml)","[43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml), [47](https://www.serebii.net/swordshield/maxraidbattles/den47.shtml), [81](https://www.serebii.net/swordshield/maxraidbattles/den81.shtml)",None,None,-
Polteageist,"[43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml), [47](https://www.serebii.net/swordshield/maxraidbattles/den47.shtml)","[47](https://www.serebii.net/swordshield/maxraidbattles/den47.shtml), [81](https://www.serebii.net/swordshield/maxraidbattles/den81.shtml)","[43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml), [47](https://www.serebii.net/swordshield/maxraidbattles/den47.shtml)","[43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml), [47](https://www.serebii.net/swordshield/maxraidbattles/den47.shtml), [81](https://www.serebii.net/swordshield/maxraidbattles/den81.shtml)",-
Hatenna,"[13](https://www.serebii.net/swordshield/maxraidbattles/den13.shtml), [50](https://www.serebii.net/swordshield/maxraidbattles/den50.shtml), [68](https://www.serebii.net/swordshield/maxraidbattles/den68.shtml)","[13](https://www.serebii.net/swordshield/maxraidbattles/den13.shtml), [50](https://www.serebii.net/swordshield/maxraidbattles/den50.shtml), [68](https://www.serebii.net/swordshield/maxraidbattles/den68.shtml)",None,None,-
Hattrem,"[13](https://www.serebii.net/swordshield/maxraidbattles/den13.shtml), [50](https://www.serebii.net/swordshield/maxraidbattles/den50.shtml), [68](https://www.serebii.net/swordshield/maxraidbattles/den68.shtml)","[13](https://www.serebii.net/swordshield/maxraidbattles/den13.shtml), [50](https://www.serebii.net/swordshield/maxraidbattles/den50.shtml), [68](https://www.serebii.net/swordshield/maxraidbattles/den68.shtml)",None,None,-
Hatterene,"[13](https://www.serebii.net/swordshield/maxraidbattles/den13.shtml), [50](https://www.serebii.net/swordshield/maxraidbattles/den50.shtml), [68](https://www.serebii.net/swordshield/maxraidbattles/den68.shtml), [87](https://www.serebii.net/swordshield/maxraidbattles/den87.shtml)","[13](https://www.serebii.net/swordshield/maxraidbattles/den13.shtml), [50](https://www.serebii.net/swordshield/maxraidbattles/den50.shtml), [68](https://www.serebii.net/swordshield/maxraidbattles/den68.shtml), [87](https://www.serebii.net/swordshield/maxraidbattles/den87.shtml)","[13](https://www.serebii.net/swordshield/maxraidbattles/den13.shtml), [50](https://www.serebii.net/swordshield/maxraidbattles/den50.shtml), [68](https://www.serebii.net/swordshield/maxraidbattles/den68.shtml), [87](https://www.serebii.net/swordshield/maxraidbattles/den87.shtml)","[13](https://www.serebii.net/swordshield/maxraidbattles/den13.shtml), [50](https://www.serebii.net/swordshield/maxraidbattles/den50.shtml), [68](https://www.serebii.net/swordshield/maxraidbattles/den68.shtml), [87](https://www.serebii.net/swordshield/maxraidbattles/den87.shtml)",-
Impidimp,"[43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml), [36](https://www.serebii.net/swordshield/maxraidbattles/den36.shtml), [62](https://www.serebii.net/swordshield/maxraidbattles/den62.shtml), [74](https://www.serebii.net/swordshield/maxraidbattles/den74.shtml), [82](https://www.serebii.net/swordshield/maxraidbattles/den82.shtml), [87](https://www.serebii.net/swordshield/maxraidbattles/den87.shtml), [88](https://www.serebii.net/swordshield/maxraidbattles/den88.shtml)","[43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml), [36](https://www.serebii.net/swordshield/maxraidbattles/den36.shtml), [62](https://www.serebii.net/swordshield/maxraidbattles/den62.shtml), [74](https://www.serebii.net/swordshield/maxraidbattles/den74.shtml), [82](https://www.serebii.net/swordshield/maxraidbattles/den82.shtml), [87](https://www.serebii.net/swordshield/maxraidbattles/den87.shtml), [88](https://www.serebii.net/swordshield/maxraidbattles/den88.shtml)",None,None,-
Mogrem,"[43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml), [36](https://www.serebii.net/swordshield/maxraidbattles/den36.shtml), [62](https://www.serebii.net/swordshield/maxraidbattles/den62.shtml), [74](https://www.serebii.net/swordshield/maxraidbattles/den74.shtml), [82](https://www.serebii.net/swordshield/maxraidbattles/den82.shtml), [87](https://www.serebii.net/swordshield/maxraidbattles/den87.shtml), [88](https://www.serebii.net/swordshield/maxraidbattles/den88.shtml)","[43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml), [36](https://www.serebii.net/swordshield/maxraidbattles/den36.shtml), [62](https://www.serebii.net/swordshield/maxraidbattles/den62.shtml), [74](https://www.serebii.net/swordshield/maxraidbattles/den74.shtml), [82](https://www.serebii.net/swordshield/maxraidbattles/den82.shtml), [87](https://www.serebii.net/swordshield/maxraidbattles/den87.shtml), [88](https://www.serebii.net/swordshield/maxraidbattles/den88.shtml)",None,None,-
Grimmsnarl,"[43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml), [36](https://www.serebii.net/swordshield/maxraidbattles/den36.shtml), [62](https://www.serebii.net/swordshield/maxraidbattles/den62.shtml), [74](https://www.serebii.net/swordshield/maxraidbattles/den74.shtml), [82](https://www.serebii.net/swordshield/maxraidbattles/den82.shtml), [87](https://www.serebii.net/swordshield/maxraidbattles/den87.shtml), [88](https://www.serebii.net/swordshield/maxraidbattles/den88.shtml)","[43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml), [36](https://www.serebii.net/swordshield/maxraidbattles/den36.shtml), [62](https://www.serebii.net/swordshield/maxraidbattles/den62.shtml), [74](https://www.serebii.net/swordshield/maxraidbattles/den74.shtml), [82](https://www.serebii.net/swordshield/maxraidbattles/den82.shtml), [87](https://www.serebii.net/swordshield/maxraidbattles/den87.shtml), [88](https://www.serebii.net/swordshield/maxraidbattles/den88.shtml)","[43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml), [62](https://www.serebii.net/swordshield/maxraidbattles/den62.shtml), [74](https://www.serebii.net/swordshield/maxraidbattles/den74.shtml), [82](https://www.serebii.net/swordshield/maxraidbattles/den82.shtml), [87](https://www.serebii.net/swordshield/maxraidbattles/den87.shtml), [88](https://www.serebii.net/swordshield/maxraidbattles/den88.shtml)","[43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml), [62](https://www.serebii.net/swordshield/maxraidbattles/den62.shtml), [74](https://www.serebii.net/swordshield/maxraidbattles/den74.shtml), [82](https://www.serebii.net/swordshield/maxraidbattles/den82.shtml), [87](https://www.serebii.net/swordshield/maxraidbattles/den87.shtml), [88](https://www.serebii.net/swordshield/maxraidbattles/den88.shtml)",-
